Time,Hero0,Hero0Posx,Hero0Posy,Hero1,Hero1Posx,Hero1Posy,Hero2,Hero2Posx,Hero2Posy,Hero3,Hero3Posx,Hero3Posy,Hero4,Hero4Posx,Hero4Posy,Hero5,Hero5Posx,Hero5Posy,Hero6,Hero6Posx,Hero6Posy,Hero7,Hero7Posx,Hero7Posy,Hero8,Hero8Posx,Hero8Posy,Hero9,Hero9Posx,Hero9Posy
1026, DT_DOTA_Unit_Hero_Sniper,6737.0,5835.0,DT_DOTA_Unit_Hero_Axe,4143.0,8240.0,DT_DOTA_Unit_Hero_Omniknight,4537.0,7979.0,DT_DOTA_Unit_Hero_Earthshaker,4355.0,7615.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,5854.0,13978.0,DT_DOTA_Unit_Hero_Broodmother,13447.0,4700.0,DT_DOTA_Unit_Hero_Slardar,5091.0,13657.0,DT_DOTA_Unit_Hero_VengefulSpirit,5444.0,13436.0,DT_DOTA_Unit_Hero_Nevermore,9270.0,9919.0,
1027, DT_DOTA_Unit_Hero_Sniper,6737.0,5835.0,DT_DOTA_Unit_Hero_Axe,4087.0,8227.0,DT_DOTA_Unit_Hero_Omniknight,4680.0,8280.0,DT_DOTA_Unit_Hero_Earthshaker,4355.0,7615.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6115.0,14052.0,DT_DOTA_Unit_Hero_Broodmother,13439.0,4638.0,DT_DOTA_Unit_Hero_Slardar,4812.0,13889.0,DT_DOTA_Unit_Hero_VengefulSpirit,5137.0,13241.0,DT_DOTA_Unit_Hero_Nevermore,9662.0,10084.0,
1028, DT_DOTA_Unit_Hero_Sniper,6737.0,5835.0,DT_DOTA_Unit_Hero_Axe,4068.0,8283.0,DT_DOTA_Unit_Hero_Omniknight,4458.0,7868.0,DT_DOTA_Unit_Hero_Earthshaker,4355.0,7615.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6489.0,13962.0,DT_DOTA_Unit_Hero_Broodmother,13445.0,4460.0,DT_DOTA_Unit_Hero_Slardar,4427.0,13945.0,DT_DOTA_Unit_Hero_VengefulSpirit,4664.0,13274.0,DT_DOTA_Unit_Hero_Nevermore,9659.0,10061.0,
1029, DT_DOTA_Unit_Hero_Sniper,6737.0,5835.0,DT_DOTA_Unit_Hero_Axe,4136.0,8238.0,DT_DOTA_Unit_Hero_Omniknight,4302.0,7431.0,DT_DOTA_Unit_Hero_Earthshaker,4355.0,7615.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6512.0,13539.0,DT_DOTA_Unit_Hero_Broodmother,13499.0,4353.0,DT_DOTA_Unit_Hero_Slardar,3991.0,13962.0,DT_DOTA_Unit_Hero_VengefulSpirit,4386.0,13317.0,DT_DOTA_Unit_Hero_Nevermore,9316.0,9811.0,
1030, DT_DOTA_Unit_Hero_Sniper,6737.0,5835.0,DT_DOTA_Unit_Hero_Axe,4378.0,7904.0,DT_DOTA_Unit_Hero_Omniknight,4000.0,7152.0,DT_DOTA_Unit_Hero_Earthshaker,4117.0,7281.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6603.0,13101.0,DT_DOTA_Unit_Hero_Broodmother,13743.0,4555.0,DT_DOTA_Unit_Hero_Slardar,4005.0,14078.0,DT_DOTA_Unit_Hero_VengefulSpirit,4870.0,13285.0,DT_DOTA_Unit_Hero_Nevermore,8964.0,9531.0,
1032, DT_DOTA_Unit_Hero_Sniper,6730.0,5844.0,DT_DOTA_Unit_Hero_Axe,4276.0,7417.0,DT_DOTA_Unit_Hero_Omniknight,3947.0,6600.0,DT_DOTA_Unit_Hero_Earthshaker,3910.0,6789.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6598.0,12591.0,DT_DOTA_Unit_Hero_Broodmother,13351.0,3965.0,DT_DOTA_Unit_Hero_Slardar,3945.0,14109.0,DT_DOTA_Unit_Hero_VengefulSpirit,5045.0,13627.0,DT_DOTA_Unit_Hero_Nevermore,8692.0,9353.0,
1033, DT_DOTA_Unit_Hero_Sniper,6730.0,5844.0,DT_DOTA_Unit_Hero_Axe,3986.0,6903.0,DT_DOTA_Unit_Hero_Omniknight,4249.0,6309.0,DT_DOTA_Unit_Hero_Earthshaker,4315.0,6554.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6540.0,12452.0,DT_DOTA_Unit_Hero_Broodmother,12723.0,3566.0,DT_DOTA_Unit_Hero_Slardar,3902.0,14009.0,DT_DOTA_Unit_Hero_VengefulSpirit,4966.0,13843.0,DT_DOTA_Unit_Hero_Nevermore,8470.0,9239.0,
1035, DT_DOTA_Unit_Hero_Sniper,6756.0,5922.0,DT_DOTA_Unit_Hero_Axe,4073.0,6441.0,DT_DOTA_Unit_Hero_Omniknight,4844.0,6197.0,DT_DOTA_Unit_Hero_Earthshaker,4852.0,6412.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6110.0,12647.0,DT_DOTA_Unit_Hero_Broodmother,12041.0,3439.0,DT_DOTA_Unit_Hero_Slardar,3833.0,13877.0,DT_DOTA_Unit_Hero_VengefulSpirit,4966.0,13843.0,DT_DOTA_Unit_Hero_Nevermore,8236.0,9055.0,
1036, DT_DOTA_Unit_Hero_Sniper,6756.0,5922.0,DT_DOTA_Unit_Hero_Axe,4546.0,6256.0,DT_DOTA_Unit_Hero_Omniknight,5445.0,6128.0,DT_DOTA_Unit_Hero_Earthshaker,5372.0,6206.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6151.0,12543.0,DT_DOTA_Unit_Hero_Broodmother,11357.0,3511.0,DT_DOTA_Unit_Hero_Slardar,3847.0,13842.0,DT_DOTA_Unit_Hero_VengefulSpirit,5049.0,13619.0,DT_DOTA_Unit_Hero_Nevermore,7987.0,8809.0,
1038, DT_DOTA_Unit_Hero_Sniper,6756.0,5922.0,DT_DOTA_Unit_Hero_Axe,5152.0,6143.0,DT_DOTA_Unit_Hero_Omniknight,6117.0,5999.0,DT_DOTA_Unit_Hero_Earthshaker,5980.0,6033.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6246.0,12550.0,DT_DOTA_Unit_Hero_Broodmother,10657.0,3890.0,DT_DOTA_Unit_Hero_Slardar,3911.0,13798.0,DT_DOTA_Unit_Hero_VengefulSpirit,5021.0,13691.0,DT_DOTA_Unit_Hero_Nevermore,7570.0,8466.0,
1039, DT_DOTA_Unit_Hero_Sniper,6756.0,5922.0,DT_DOTA_Unit_Hero_Axe,5634.0,6113.0,DT_DOTA_Unit_Hero_Omniknight,6622.0,6122.0,DT_DOTA_Unit_Hero_Earthshaker,6463.0,5892.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6356.0,12508.0,DT_DOTA_Unit_Hero_Broodmother,10130.0,4187.0,DT_DOTA_Unit_Hero_Slardar,3934.0,13782.0,DT_DOTA_Unit_Hero_VengefulSpirit,5021.0,13691.0,DT_DOTA_Unit_Hero_Nevermore,7215.0,8242.0,
1040, DT_DOTA_Unit_Hero_Sniper,6691.0,6442.0,DT_DOTA_Unit_Hero_Axe,5961.0,6289.0,DT_DOTA_Unit_Hero_Omniknight,6672.0,6154.0,DT_DOTA_Unit_Hero_Earthshaker,6448.0,6223.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6530.0,12471.0,DT_DOTA_Unit_Hero_Broodmother,9504.0,4188.0,DT_DOTA_Unit_Hero_Slardar,3934.0,13782.0,DT_DOTA_Unit_Hero_VengefulSpirit,5083.0,13474.0,DT_DOTA_Unit_Hero_Nevermore,7164.0,8212.0,
1041, DT_DOTA_Unit_Hero_Sniper,6509.0,6974.0,DT_DOTA_Unit_Hero_Axe,6167.0,6681.0,DT_DOTA_Unit_Hero_Omniknight,6419.0,6538.0,DT_DOTA_Unit_Hero_Earthshaker,6178.0,6541.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6655.0,12435.0,DT_DOTA_Unit_Hero_Broodmother,9314.0,4275.0,DT_DOTA_Unit_Hero_Slardar,3909.0,13859.0,DT_DOTA_Unit_Hero_VengefulSpirit,4868.0,13285.0,DT_DOTA_Unit_Hero_Nevermore,7364.0,8224.0,
1042, DT_DOTA_Unit_Hero_Sniper,6467.0,7555.0,DT_DOTA_Unit_Hero_Axe,6569.0,6730.0,DT_DOTA_Unit_Hero_Omniknight,6097.0,6971.0,DT_DOTA_Unit_Hero_Earthshaker,6156.0,7071.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6672.0,12445.0,DT_DOTA_Unit_Hero_Broodmother,9126.0,4310.0,DT_DOTA_Unit_Hero_Slardar,3920.0,13826.0,DT_DOTA_Unit_Hero_VengefulSpirit,4650.0,13288.0,DT_DOTA_Unit_Hero_Nevermore,7760.0,8429.0,
1043, DT_DOTA_Unit_Hero_Sniper,6560.0,7648.0,DT_DOTA_Unit_Hero_Axe,6714.0,6292.0,DT_DOTA_Unit_Hero_Omniknight,6225.0,6855.0,DT_DOTA_Unit_Hero_Earthshaker,6185.0,7515.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6539.0,12494.0,DT_DOTA_Unit_Hero_Broodmother,8628.0,4344.0,DT_DOTA_Unit_Hero_Slardar,4060.0,13480.0,DT_DOTA_Unit_Hero_VengefulSpirit,4277.0,13341.0,DT_DOTA_Unit_Hero_Nevermore,8088.0,8619.0,
1045, DT_DOTA_Unit_Hero_Sniper,6560.0,7648.0,DT_DOTA_Unit_Hero_Axe,6985.0,5761.0,DT_DOTA_Unit_Hero_Omniknight,6635.0,6481.0,DT_DOTA_Unit_Hero_Earthshaker,6268.0,7431.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6352.0,12526.0,DT_DOTA_Unit_Hero_Broodmother,8831.0,4476.0,DT_DOTA_Unit_Hero_Slardar,3669.0,13225.0,DT_DOTA_Unit_Hero_VengefulSpirit,3801.0,13636.0,DT_DOTA_Unit_Hero_Nevermore,8412.0,8849.0,
1046, DT_DOTA_Unit_Hero_Sniper,6520.0,7631.0,DT_DOTA_Unit_Hero_Axe,7449.0,5491.0,DT_DOTA_Unit_Hero_Omniknight,6850.0,5965.0,DT_DOTA_Unit_Hero_Earthshaker,6501.0,6975.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6211.0,12532.0,DT_DOTA_Unit_Hero_Broodmother,8831.0,4476.0,DT_DOTA_Unit_Hero_Slardar,2454.0,13773.0,DT_DOTA_Unit_Hero_VengefulSpirit,3345.0,13787.0,DT_DOTA_Unit_Hero_Nevermore,8680.0,9155.0,
1047, DT_DOTA_Unit_Hero_Sniper,6394.0,7589.0,DT_DOTA_Unit_Hero_Axe,7814.0,5063.0,DT_DOTA_Unit_Hero_Omniknight,7286.0,5587.0,DT_DOTA_Unit_Hero_Earthshaker,6661.0,6438.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,6159.0,12467.0,DT_DOTA_Unit_Hero_Broodmother,8831.0,4476.0,DT_DOTA_Unit_Hero_Slardar,1990.0,13777.0,DT_DOTA_Unit_Hero_VengefulSpirit,2832.0,13768.0,DT_DOTA_Unit_Hero_Nevermore,8194.0,9008.0,
1049, DT_DOTA_Unit_Hero_Sniper,6376.0,7345.0,DT_DOTA_Unit_Hero_Axe,7706.0,4580.0,DT_DOTA_Unit_Hero_Omniknight,7746.0,5208.0,DT_DOTA_Unit_Hero_Earthshaker,6873.0,5930.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,5892.0,12679.0,DT_DOTA_Unit_Hero_Broodmother,8937.0,4534.0,DT_DOTA_Unit_Hero_Slardar,1595.0,13538.0,DT_DOTA_Unit_Hero_VengefulSpirit,2382.0,13680.0,DT_DOTA_Unit_Hero_Nevermore,7676.0,8778.0,
1050, DT_DOTA_Unit_Hero_Sniper,6528.0,6990.0,DT_DOTA_Unit_Hero_Axe,7716.0,4421.0,DT_DOTA_Unit_Hero_Omniknight,7799.0,4798.0,DT_DOTA_Unit_Hero_Earthshaker,7265.0,5600.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,5507.0,12831.0,DT_DOTA_Unit_Hero_Broodmother,9005.0,4517.0,DT_DOTA_Unit_Hero_Slardar,1346.0,13675.0,DT_DOTA_Unit_Hero_VengefulSpirit,1957.0,13580.0,DT_DOTA_Unit_Hero_Nevermore,7249.0,8455.0,
1051, DT_DOTA_Unit_Hero_Sniper,6255.0,6831.0,DT_DOTA_Unit_Hero_Axe,7805.0,4339.0,DT_DOTA_Unit_Hero_Omniknight,7714.0,4269.0,DT_DOTA_Unit_Hero_Earthshaker,7696.0,5291.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,5060.0,12879.0,DT_DOTA_Unit_Hero_Broodmother,8631.0,4610.0,DT_DOTA_Unit_Hero_Slardar,1244.0,13690.0,DT_DOTA_Unit_Hero_VengefulSpirit,1671.0,13553.0,DT_DOTA_Unit_Hero_Nevermore,6890.0,8053.0,
1053, DT_DOTA_Unit_Hero_Sniper,6124.0,6829.0,DT_DOTA_Unit_Hero_Axe,8082.0,4168.0,DT_DOTA_Unit_Hero_Omniknight,7896.0,4121.0,DT_DOTA_Unit_Hero_Earthshaker,7918.0,4906.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,4637.0,12926.0,DT_DOTA_Unit_Hero_Broodmother,8118.0,4955.0,DT_DOTA_Unit_Hero_Slardar,1149.0,13666.0,DT_DOTA_Unit_Hero_VengefulSpirit,1671.0,13553.0,DT_DOTA_Unit_Hero_Nevermore,6555.0,7667.0,
1054, DT_DOTA_Unit_Hero_Sniper,6177.0,6771.0,DT_DOTA_Unit_Hero_Axe,7889.0,5023.0,DT_DOTA_Unit_Hero_Omniknight,7964.0,4457.0,DT_DOTA_Unit_Hero_Earthshaker,7955.0,4829.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,4200.0,13077.0,DT_DOTA_Unit_Hero_Broodmother,7445.0,4958.0,DT_DOTA_Unit_Hero_Slardar,1092.0,13465.0,DT_DOTA_Unit_Hero_VengefulSpirit,1537.0,13463.0,DT_DOTA_Unit_Hero_Nevermore,6298.0,7247.0,
1055, DT_DOTA_Unit_Hero_Sniper,6517.0,6376.0,DT_DOTA_Unit_Hero_Axe,7654.0,5084.0,DT_DOTA_Unit_Hero_Omniknight,7547.0,4646.0,DT_DOTA_Unit_Hero_Earthshaker,7867.0,4861.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,4189.0,13081.0,DT_DOTA_Unit_Hero_Broodmother,7031.0,4415.0,DT_DOTA_Unit_Hero_Slardar,1111.0,13358.0,DT_DOTA_Unit_Hero_VengefulSpirit,1537.0,13463.0,DT_DOTA_Unit_Hero_Nevermore,6474.0,6794.0,
1057, DT_DOTA_Unit_Hero_Sniper,6425.0,6187.0,DT_DOTA_Unit_Hero_Axe,7847.0,4896.0,DT_DOTA_Unit_Hero_Omniknight,7328.0,4640.0,DT_DOTA_Unit_Hero_Earthshaker,7696.0,5285.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,4189.0,13081.0,DT_DOTA_Unit_Hero_Broodmother,6452.0,4796.0,DT_DOTA_Unit_Hero_Slardar,1130.0,13413.0,DT_DOTA_Unit_Hero_VengefulSpirit,1537.0,13463.0,DT_DOTA_Unit_Hero_Nevermore,6620.0,6600.0,
1058, DT_DOTA_Unit_Hero_Sniper,5999.0,5902.0,DT_DOTA_Unit_Hero_Axe,7637.0,5340.0,DT_DOTA_Unit_Hero_Omniknight,7567.0,4645.0,DT_DOTA_Unit_Hero_Earthshaker,7319.0,5536.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,4189.0,13081.0,DT_DOTA_Unit_Hero_Broodmother,6028.0,5346.0,DT_DOTA_Unit_Hero_Slardar,1095.0,13257.0,DT_DOTA_Unit_Hero_VengefulSpirit,1406.0,13370.0,DT_DOTA_Unit_Hero_Nevermore,6561.0,6484.0,
1060, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,7529.0,5566.0,DT_DOTA_Unit_Hero_Omniknight,7820.0,4958.0,DT_DOTA_Unit_Hero_Earthshaker,7723.0,5552.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,4189.0,13081.0,DT_DOTA_Unit_Hero_Broodmother,5989.0,5207.0,DT_DOTA_Unit_Hero_Slardar,1173.0,12923.0,DT_DOTA_Unit_Hero_VengefulSpirit,1406.0,13370.0,DT_DOTA_Unit_Hero_Nevermore,6672.0,6583.0,
1061, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,7844.0,5091.0,DT_DOTA_Unit_Hero_Omniknight,7870.0,4856.0,DT_DOTA_Unit_Hero_Earthshaker,7950.0,5023.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,4282.0,13098.0,DT_DOTA_Unit_Hero_Broodmother,6582.0,4687.0,DT_DOTA_Unit_Hero_Slardar,1111.0,12968.0,DT_DOTA_Unit_Hero_VengefulSpirit,966.0,13283.0,DT_DOTA_Unit_Hero_Nevermore,6536.0,6973.0,
1063, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,8078.0,4585.0,DT_DOTA_Unit_Hero_Omniknight,8173.0,4373.0,DT_DOTA_Unit_Hero_Earthshaker,8025.0,4495.0,DT_DOTA_Unit_Hero_Juggernaut,5220.0,13805.0,DT_DOTA_Unit_Hero_WitchDoctor,4046.0,13102.0,DT_DOTA_Unit_Hero_Broodmother,7298.0,4422.0,DT_DOTA_Unit_Hero_Slardar,1070.0,12645.0,DT_DOTA_Unit_Hero_VengefulSpirit,768.0,13005.0,DT_DOTA_Unit_Hero_Nevermore,6315.0,7024.0,
1064, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,8259.0,4195.0,DT_DOTA_Unit_Hero_Omniknight,8683.0,4215.0,DT_DOTA_Unit_Hero_Earthshaker,8262.0,4102.0,DT_DOTA_Unit_Hero_Juggernaut,160.0,1392.0,DT_DOTA_Unit_Hero_WitchDoctor,3822.0,13082.0,DT_DOTA_Unit_Hero_Broodmother,7481.0,4134.0,DT_DOTA_Unit_Hero_Slardar,1011.0,12159.0,DT_DOTA_Unit_Hero_VengefulSpirit,677.0,12531.0,DT_DOTA_Unit_Hero_Nevermore,6002.0,7049.0,
1065, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,8065.0,4122.0,DT_DOTA_Unit_Hero_Omniknight,8919.0,3921.0,DT_DOTA_Unit_Hero_Earthshaker,8304.0,3718.0,DT_DOTA_Unit_Hero_Juggernaut,160.0,1392.0,DT_DOTA_Unit_Hero_WitchDoctor,3511.0,12968.0,DT_DOTA_Unit_Hero_Broodmother,7728.0,4144.0,DT_DOTA_Unit_Hero_Slardar,1013.0,11915.0,DT_DOTA_Unit_Hero_VengefulSpirit,637.0,12288.0,DT_DOTA_Unit_Hero_Nevermore,5740.0,6849.0,
1067, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,8270.0,4084.0,DT_DOTA_Unit_Hero_Omniknight,8555.0,3580.0,DT_DOTA_Unit_Hero_Earthshaker,8029.0,3364.0,DT_DOTA_Unit_Hero_Juggernaut,4219.0,5278.0,DT_DOTA_Unit_Hero_WitchDoctor,3097.0,12794.0,DT_DOTA_Unit_Hero_Broodmother,7315.0,4536.0,DT_DOTA_Unit_Hero_Slardar,953.0,11478.0,DT_DOTA_Unit_Hero_VengefulSpirit,638.0,12219.0,DT_DOTA_Unit_Hero_Nevermore,5706.0,6911.0,
1068, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,8229.0,3547.0,DT_DOTA_Unit_Hero_Omniknight,8060.0,3170.0,DT_DOTA_Unit_Hero_Earthshaker,7656.0,2884.0,DT_DOTA_Unit_Hero_Juggernaut,3991.0,5037.0,DT_DOTA_Unit_Hero_WitchDoctor,2594.0,12485.0,DT_DOTA_Unit_Hero_Broodmother,7878.0,4391.0,DT_DOTA_Unit_Hero_Slardar,802.0,11063.0,DT_DOTA_Unit_Hero_VengefulSpirit,603.0,11568.0,DT_DOTA_Unit_Hero_Nevermore,5694.0,7050.0,
1070, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,7956.0,3170.0,DT_DOTA_Unit_Hero_Omniknight,7678.0,2809.0,DT_DOTA_Unit_Hero_Earthshaker,7285.0,2581.0,DT_DOTA_Unit_Hero_Juggernaut,3884.0,5216.0,DT_DOTA_Unit_Hero_WitchDoctor,2204.0,12217.0,DT_DOTA_Unit_Hero_Broodmother,8523.0,4164.0,DT_DOTA_Unit_Hero_Slardar,778.0,10598.0,DT_DOTA_Unit_Hero_VengefulSpirit,626.0,11038.0,DT_DOTA_Unit_Hero_Nevermore,5615.0,7102.0,
1071, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,7719.0,2678.0,DT_DOTA_Unit_Hero_Omniknight,7266.0,2337.0,DT_DOTA_Unit_Hero_Earthshaker,6758.0,2341.0,DT_DOTA_Unit_Hero_Juggernaut,3886.0,5252.0,DT_DOTA_Unit_Hero_WitchDoctor,2285.0,12105.0,DT_DOTA_Unit_Hero_Broodmother,9347.0,4070.0,DT_DOTA_Unit_Hero_Slardar,605.0,10297.0,DT_DOTA_Unit_Hero_VengefulSpirit,742.0,10782.0,DT_DOTA_Unit_Hero_Nevermore,5362.0,6923.0,
1073, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,7962.0,2167.0,DT_DOTA_Unit_Hero_Omniknight,6619.0,2271.0,DT_DOTA_Unit_Hero_Earthshaker,6256.0,2081.0,DT_DOTA_Unit_Hero_Juggernaut,3616.0,5241.0,DT_DOTA_Unit_Hero_WitchDoctor,2065.0,11992.0,DT_DOTA_Unit_Hero_Broodmother,10241.0,3933.0,DT_DOTA_Unit_Hero_Slardar,497.0,10107.0,DT_DOTA_Unit_Hero_VengefulSpirit,992.0,10730.0,DT_DOTA_Unit_Hero_Nevermore,4820.0,6682.0,
1074, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,7678.0,2179.0,DT_DOTA_Unit_Hero_Omniknight,6242.0,2125.0,DT_DOTA_Unit_Hero_Earthshaker,5848.0,2063.0,DT_DOTA_Unit_Hero_Juggernaut,3616.0,5241.0,DT_DOTA_Unit_Hero_WitchDoctor,1690.0,11847.0,DT_DOTA_Unit_Hero_Broodmother,10658.0,3612.0,DT_DOTA_Unit_Hero_Slardar,584.0,10204.0,DT_DOTA_Unit_Hero_VengefulSpirit,1004.0,10936.0,DT_DOTA_Unit_Hero_Nevermore,4424.0,6623.0,
1075, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,8067.0,2192.0,DT_DOTA_Unit_Hero_Omniknight,5724.0,2080.0,DT_DOTA_Unit_Hero_Earthshaker,5369.0,2140.0,DT_DOTA_Unit_Hero_Juggernaut,3770.0,5544.0,DT_DOTA_Unit_Hero_WitchDoctor,1273.0,11689.0,DT_DOTA_Unit_Hero_Broodmother,10709.0,3203.0,DT_DOTA_Unit_Hero_Slardar,640.0,10250.0,DT_DOTA_Unit_Hero_VengefulSpirit,1066.0,11138.0,DT_DOTA_Unit_Hero_Nevermore,3974.0,6585.0,
1077, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,8555.0,2156.0,DT_DOTA_Unit_Hero_Omniknight,5276.0,2345.0,DT_DOTA_Unit_Hero_Earthshaker,4996.0,2433.0,DT_DOTA_Unit_Hero_Juggernaut,3376.0,5459.0,DT_DOTA_Unit_Hero_WitchDoctor,1062.0,11286.0,DT_DOTA_Unit_Hero_Broodmother,10773.0,3023.0,DT_DOTA_Unit_Hero_Slardar,620.0,10436.0,DT_DOTA_Unit_Hero_VengefulSpirit,1139.0,11210.0,DT_DOTA_Unit_Hero_Nevermore,4124.0,7070.0,
1078, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,9091.0,2117.0,DT_DOTA_Unit_Hero_Omniknight,4858.0,2783.0,DT_DOTA_Unit_Hero_Earthshaker,4642.0,2866.0,DT_DOTA_Unit_Hero_Juggernaut,3796.0,5269.0,DT_DOTA_Unit_Hero_WitchDoctor,1180.0,10886.0,DT_DOTA_Unit_Hero_Broodmother,11261.0,2556.0,DT_DOTA_Unit_Hero_Slardar,788.0,10074.0,DT_DOTA_Unit_Hero_VengefulSpirit,927.0,11260.0,DT_DOTA_Unit_Hero_Nevermore,4401.0,7661.0,
1080, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,9552.0,1949.0,DT_DOTA_Unit_Hero_Omniknight,4449.0,3192.0,DT_DOTA_Unit_Hero_Earthshaker,4319.0,3291.0,DT_DOTA_Unit_Hero_Juggernaut,4290.0,5430.0,DT_DOTA_Unit_Hero_WitchDoctor,1206.0,10931.0,DT_DOTA_Unit_Hero_Broodmother,10844.0,2304.0,DT_DOTA_Unit_Hero_Slardar,737.0,10125.0,DT_DOTA_Unit_Hero_VengefulSpirit,835.0,11332.0,DT_DOTA_Unit_Hero_Nevermore,4510.0,8031.0,
1081, DT_DOTA_Unit_Hero_Sniper,5959.0,5897.0,DT_DOTA_Unit_Hero_Axe,10854.0,2311.0,DT_DOTA_Unit_Hero_Omniknight,4133.0,3505.0,DT_DOTA_Unit_Hero_Earthshaker,4526.0,3085.0,DT_DOTA_Unit_Hero_Juggernaut,4339.0,5517.0,DT_DOTA_Unit_Hero_WitchDoctor,1224.0,10781.0,DT_DOTA_Unit_Hero_Broodmother,10706.0,2324.0,DT_DOTA_Unit_Hero_Slardar,483.0,10253.0,DT_DOTA_Unit_Hero_VengefulSpirit,682.0,11208.0,DT_DOTA_Unit_Hero_Nevermore,4625.0,8288.0,
